Order ID,Order Date,Ship Date,Country,Region,Item Type,Sales Channel,Order Priority,Units Sold,Unit Price,Unit Cost
789572656,2020-11-09 00:00:00,2020-11-12 00:00:00,Tonga,Australia and Oceania,Vegetables,Offline,Medium,950,154.06,90.93
611766231,2021-01-21 00:00:00,2021-02-05 00:00:00,Netherlands,Europe,Baby Food,Offline,Cancelled,4077,255.28,159.42
272639310,2021-08-21 00:00:00,2021-08-22 00:00:00,Honduras,Central America and the Caribbean,Office Supplies,Offline,Cancelled,8885,651.21,524.96
922240722,2020-08-22 00:00:00,2020-09-07 00:00:00,Honduras,Central America and the Caribbean,Fruits,Online,High,379,9.33,6.92
630931794,2019-03-03 00:00:00,2019-03-06 00:00:00,Montenegro,Europe,Baby Food,Offline,High,5593,255.28,159.42
239386355,2017-03-04 00:00:00,2017-03-22 00:00:00,San Marino,Europe,Office Supplies,Offline,Low,8597,651.21,524.96
208590734,2018-07-11 00:00:00,2018-07-31 00:00:00,Bangladesh,Asia,Clothes,Online,Cancelled,5488,109.28,35.84
169843757,2015-02-03 00:00:00,2015-02-04 00:00:00,Cameroon,Sub-Saharan Africa,Personal Care,Offline,Medium,9397,81.73,56.67
274756753,2018-09-01 00:00:00,2018-09-12 00:00:00,Philippines,Asia,Cereal,Online,High,5484,205.7,117.11
745253551,2019-11-19 00:00:00,2019-11-27 00:00:00,Iraq,Middle East and North Africa,Personal Care,Online,High,5942,81.73,56.67
523570477,2018-06-15 00:00:00,2018-07-03 00:00:00,Lesotho,Sub-Saharan Africa,Cereal,Online,Cancelled,4994,205.7,117.11
422256362,2015-05-10 00:00:00,2015-05-21 00:00:00,Uzbekistan,Asia,Snacks,Online,High,3896,152.58,97.44
874172532,2016-08-21 00:00:00,2016-09-09 00:00:00,Germany,Europe,Household,Offline,Medium,5933,668.27,502.54
582492816,2015-08-18 00:00:00,2015-08-19 00:00:00,Papua New Guinea,Australia and Oceania,Household,Offline,Cancelled,1423,668.27,502.54
570703542,2022-09-19 00:00:00,2022-09-20 00:00:00,Iceland,Europe,Personal Care,Offline,Cancelled,2715,81.73,56.67
132603538,2020-09-20 00:00:00,2020-09-25 00:00:00,Hungary,Europe,Cosmetics,Online,Medium,9188,437.2,263.33
882304131,2022-10-20 00:00:00,2022-10-28 00:00:00,Panama,Central America and the Caribbean,Cereal,Offline,Medium,2254,205.7,117.11
904229152,2018-02-13 00:00:00,2018-02-21 00:00:00,Tunisia ,Middle East and North Africa,Baby Food,Online,Medium,355,255.28,159.42
603114926,2022-03-06 00:00:00,2022-03-14 00:00:00,Iraq,Middle East and North Africa,Office Supplies,Offline,Low,3964,651.21,524.96
454010283,2018-01-20 00:00:00,2018-01-21 00:00:00,Liberia,Sub-Saharan Africa,Snacks,Online,High,587,152.58,97.44
552276551,2021-08-06 00:00:00,2021-08-19 00:00:00,Czech Republic,Europe,Meat,Offline,Low,9759,421.89,364.69
163587558,2016-03-22 00:00:00,2016-03-30 00:00:00,Macedonia,Europe,Snacks,Offline,Medium,8048,152.58,97.44
873929631,2020-02-16 00:00:00,2020-02-23 00:00:00,Haiti,Central America and the Caribbean,Beverages,Offline,Medium,4053,47.45,31.79
739601600,2021-01-26 00:00:00,2021-01-30 00:00:00,Mauritania,Sub-Saharan Africa,Cereal,Online,Low,3404,205.7,117.11
137214791,2022-09-25 00:00:00,2022-09-28 00:00:00,Nigeria,Sub-Saharan Africa,Cosmetics,Online,Medium,3761,437.2,263.33
413693034,2019-08-26 00:00:00,2019-08-31 00:00:00,Tanzania,Sub-Saharan Africa,Fruits,Offline,Cancelled,9817,9.33,6.92
736272656,2015-11-07 00:00:00,2015-11-15 00:00:00,Laos,Asia,Fruits,Offline,High,8296,9.33,6.92
342502486,2022-08-18 00:00:00,2022-08-25 00:00:00,Nigeria,Sub-Saharan Africa,Baby Food,Offline,Low,2952,255.28,159.42
790243852,2015-01-29 00:00:00,2015-02-03 00:00:00,Dominica,Central America and the Caribbean,Cosmetics,Offline,Low,9572,437.2,263.33
107670581,2019-04-09 00:00:00,2019-04-18 00:00:00,Malaysia,Asia,Personal Care,Online,Medium,972,81.73,56.67
443269002,2019-01-24 00:00:00,2019-02-09 00:00:00,Nauru,Australia and Oceania,Household,Online,High,2003,668.27,502.54
415837943,2020-01-10 00:00:00,2020-01-11 00:00:00,Andorra,Europe,Baby Food,Offline,Medium,4543,255.28,159.42
964488732,2016-05-08 00:00:00,2016-05-09 00:00:00,Papua New Guinea,Australia and Oceania,Beverages,Offline,Low,2504,47.45,31.79
398645198,2018-05-17 00:00:00,2018-06-06 00:00:00,Hungary,Europe,Baby Food,Offline,High,6828,255.28,159.42
248043668,2022-08-23 00:00:00,2022-09-06 00:00:00,Burundi,Sub-Saharan Africa,Fruits,Online,Cancelled,488,9.33,6.92
312732970,2018-07-20 00:00:00,2018-07-23 00:00:00,Canada,North America,Cosmetics,Online,Cancelled,3490,437.2,263.33
913074433,2019-11-02 00:00:00,2019-11-19 00:00:00,Latvia,Europe,Personal Care,Offline,High,7870,81.73,56.67
639741885,2016-03-31 00:00:00,2016-04-04 00:00:00,Iraq,Middle East and North Africa,Household,Offline,Cancelled,2695,668.27,502.54
403721654,2015-06-09 00:00:00,2015-06-29 00:00:00,Angola,Sub-Saharan Africa,Office Supplies,Online,Cancelled,9064,651.21,524.96
286312568,2017-06-27 00:00:00,2017-07-18 00:00:00,Bhutan,Asia,Clothes,Offline,High,5106,109.28,35.84
889125955,2018-05-27 00:00:00,2018-06-01 00:00:00,Andorra,Europe,Fruits,Offline,High,983,9.33,6.92
184085643,2022-08-10 00:00:00,2022-08-22 00:00:00,Australia,Australia and Oceania,Beverages,Offline,Medium,3887,47.45,31.79
263427960,2021-08-06 00:00:00,2021-08-21 00:00:00,Austria,Europe,Fruits,Offline,High,3042,9.33,6.92
589701735,2020-07-23 00:00:00,2020-08-05 00:00:00,Sri Lanka,Asia,Beverages,Offline,High,4703,47.45,31.79
245768296,2017-05-03 00:00:00,2017-05-17 00:00:00,Bhutan,Asia,Vegetables,Offline,Cancelled,7155,154.06,90.93
184801471,2021-11-22 00:00:00,2021-12-01 00:00:00,Vanuatu,Australia and Oceania,Beverages,Offline,Low,5717,47.45,31.79
980287587,2019-07-21 00:00:00,2019-07-27 00:00:00,Solomon Islands,Australia and Oceania,Baby Food,Online,Medium,7736,255.28,159.42
576025474,2018-03-14 00:00:00,2018-03-28 00:00:00,Tunisia ,Middle East and North Africa,Baby Food,Online,Cancelled,7593,255.28,159.42
136126458,2018-05-10 00:00:00,2018-05-30 00:00:00,Bangladesh,Asia,Snacks,Online,High,1699,152.58,97.44
895014369,2021-10-26 00:00:00,2021-10-30 00:00:00,Mali,Sub-Saharan Africa,Beverages,Online,Low,3496,47.45,31.79
107425534,2019-01-10 00:00:00,2019-01-27 00:00:00,Turkmenistan,Asia,Beverages,Online,Cancelled,8458,47.45,31.79
498408782,2018-02-15 00:00:00,2018-02-17 00:00:00,Niger,Sub-Saharan Africa,Cosmetics,Offline,Medium,9089,437.2,263.33
813325440,2020-04-27 00:00:00,2020-05-09 00:00:00,Benin,Sub-Saharan Africa,Cosmetics,Online,Medium,9927,437.2,263.33
767849338,2017-04-01 00:00:00,2017-04-20 00:00:00,The Gambia,Sub-Saharan Africa,Baby Food,Offline,Medium,2537,255.28,159.42
597966802,2016-11-18 00:00:00,2016-12-02 00:00:00,Algeria,Middle East and North Africa,Fruits,Offline,Low,520,9.33,6.92
609976661,2021-08-18 00:00:00,2021-08-25 00:00:00,United Arab Emirates,Middle East and North Africa,Personal Care,Online,Cancelled,4504,81.73,56.67
730490243,2022-07-12 00:00:00,2022-07-26 00:00:00,Liechtenstein,Europe,Meat,Online,High,7151,421.89,364.69
956431376,2020-04-29 00:00:00,2020-05-14 00:00:00,Yemen,Middle East and North Africa,Personal Care,Online,High,8153,81.73,56.67
905036389,2016-11-01 00:00:00,2016-11-15 00:00:00,Poland,Europe,Cereal,Online,Low,9234,205.7,117.11
263854110,2019-07-28 00:00:00,2019-08-08 00:00:00,Federated States of Micronesia,Australia and Oceania,Meat,Offline,High,9149,421.89,364.69
140745866,2015-11-02 00:00:00,2015-11-12 00:00:00,Honduras,Central America and the Caribbean,Baby Food,Online,Cancelled,8684,255.28,159.42
813885486,2021-06-28 00:00:00,2021-07-02 00:00:00,Djibouti,Sub-Saharan Africa,Clothes,Online,Cancelled,5656,109.28,35.84
381759297,2020-03-04 00:00:00,2020-03-09 00:00:00,Montenegro,Europe,Clothes,Online,Cancelled,9914,109.28,35.84
613166129,2021-09-02 00:00:00,2021-09-13 00:00:00,Belarus,Europe,Cosmetics,Offline,Medium,8338,437.2,263.33
197217309,2020-05-22 00:00:00,2020-05-27 00:00:00,Democratic Republic of the Congo,Sub-Saharan Africa,Snacks,Offline,High,9839,152.58,97.44
593336665,2018-01-09 00:00:00,2018-01-24 00:00:00,The Bahamas,Central America and the Caribbean,Clothes,Offline,Medium,359,109.28,35.84
181260526,2017-05-03 00:00:00,2017-05-09 00:00:00,Ukraine,Europe,Office Supplies,Offline,Medium,7872,651.21,524.96
111037719,2020-10-14 00:00:00,2020-10-24 00:00:00,Chad,Sub-Saharan Africa,Snacks,Online,Low,7383,152.58,97.44
253029572,2018-08-16 00:00:00,2018-09-06 00:00:00,Tajikistan,Asia,Office Supplies,Online,Medium,5928,651.21,524.96
547909915,2021-08-27 00:00:00,2021-09-12 00:00:00,Algeria,Middle East and North Africa,Clothes,Offline,High,7574,109.28,35.84
556665074,2016-06-19 00:00:00,2016-07-08 00:00:00,Myanmar,Asia,Vegetables,Online,Medium,8421,154.06,90.93
810593879,2016-03-19 00:00:00,2016-03-28 00:00:00,Dominican Republic,Central America and the Caribbean,Household,Offline,Low,1597,668.27,502.54
561307656,2018-04-04 00:00:00,2018-04-17 00:00:00,Oman,Middle East and North Africa,Clothes,Offline,Low,2264,109.28,35.84
930730235,2021-03-27 00:00:00,2021-04-02 00:00:00,Fiji,Australia and Oceania,Cosmetics,Offline,Low,2614,437.2,263.33
861097943,2016-06-04 00:00:00,2016-06-05 00:00:00,Barbados,Central America and the Caribbean,Clothes,Online,Low,6872,109.28,35.84
264959609,2019-09-01 00:00:00,2019-09-10 00:00:00,Georgia,Europe,Snacks,Online,Cancelled,6291,152.58,97.44
475176560,2022-07-31 00:00:00,2022-08-02 00:00:00,Malta,Europe,Fruits,Online,Low,4159,9.33,6.92
194922626,2020-01-23 00:00:00,2020-02-05 00:00:00,Armenia,Europe,Baby Food,Offline,High,791,255.28,159.42
447684133,2016-07-03 00:00:00,2016-07-05 00:00:00,France,Europe,Snacks,Offline,Medium,8538,152.58,97.44
527259910,2020-01-04 00:00:00,2020-01-17 00:00:00,Liechtenstein,Europe,Personal Care,Online,High,6779,81.73,56.67
247761285,2022-06-15 00:00:00,2022-07-02 00:00:00,Uzbekistan,Asia,Beverages,Online,Medium,6925,47.45,31.79
393612086,2019-06-03 00:00:00,2019-06-05 00:00:00,Nicaragua,Central America and the Caribbean,Meat,Offline,Cancelled,7418,421.89,364.69
469548642,2015-12-30 00:00:00,2015-12-31 00:00:00,Rwanda,Sub-Saharan Africa,Clothes,Offline,Medium,8732,109.28,35.84
950619781,2022-07-13 00:00:00,2022-07-21 00:00:00,Vietnam,Asia,Fruits,Online,Medium,8373,9.33,6.92
132186830,2019-03-02 00:00:00,2019-03-04 00:00:00,Guinea,Sub-Saharan Africa,Cosmetics,Offline,Medium,5875,437.2,263.33
879923617,2018-08-10 00:00:00,2018-08-27 00:00:00,Hungary,Europe,Baby Food,Online,Medium,7807,255.28,159.42
279816472,2018-03-09 00:00:00,2018-03-25 00:00:00,Portugal,Europe,Snacks,Offline,High,2767,152.58,97.44
888164222,2016-02-04 00:00:00,2016-02-21 00:00:00,Solomon Islands,Australia and Oceania,Beverages,Offline,Cancelled,6385,47.45,31.79
381578195,2022-06-11 00:00:00,2022-06-13 00:00:00,Cote d'Ivoire,Sub-Saharan Africa,Cosmetics,Online,High,6322,437.2,263.33
106982219,2018-11-27 00:00:00,2018-12-07 00:00:00,Uganda,Sub-Saharan Africa,Household,Online,Medium,7271,668.27,502.54
131612622,2022-05-14 00:00:00,2022-06-01 00:00:00,Haiti,Central America and the Caribbean,Fruits,Offline,High,5954,9.33,6.92
593018233,2020-11-05 00:00:00,2020-11-14 00:00:00,Cyprus,Europe,Snacks,Online,Medium,6128,152.58,97.44
349060380,2016-09-16 00:00:00,2016-09-20 00:00:00,Macedonia,Europe,Baby Food,Online,High,3578,255.28,159.42
127912890,2019-08-11 00:00:00,2019-08-21 00:00:00,Trinidad and Tobago,Central America and the Caribbean,Household,Online,Medium,1122,668.27,502.54
278062093,2021-05-27 00:00:00,2021-06-09 00:00:00,Cape Verde,Sub-Saharan Africa,Cosmetics,Offline,Cancelled,3607,437.2,263.33
318306815,2015-03-21 00:00:00,2015-03-31 00:00:00,Costa Rica,Central America and the Caribbean,Fruits,Offline,High,2915,9.33,6.92
287758386,2016-02-13 00:00:00,2016-03-02 00:00:00,Somalia,Middle East and North Africa,Cereal,Online,High,2956,205.7,117.11
295840632,2022-01-03 00:00:00,2022-01-09 00:00:00,Brunei,Asia,Fruits,Offline,Low,4672,9.33,6.92
972289884,2016-07-30 00:00:00,2016-08-10 00:00:00,Taiwan,Asia,Beverages,Online,High,1038,47.45,31.79
317154967,2018-12-06 00:00:00,2018-12-25 00:00:00,Afghanistan,Middle East and North Africa,Vegetables,Online,Cancelled,2058,154.06,90.93
450797212,2015-07-12 00:00:00,2015-08-01 00:00:00,Guatemala,Central America and the Caribbean,Meat,Offline,High,9767,421.89,364.69
863890445,2022-12-18 00:00:00,2022-12-30 00:00:00,Latvia,Europe,Household,Offline,Cancelled,3235,668.27,502.54
667420995,2022-01-16 00:00:00,2022-01-26 00:00:00,Armenia,Europe,Personal Care,Online,Cancelled,3559,81.73,56.67
842687690,2021-04-10 00:00:00,2021-04-22 00:00:00,Montenegro,Europe,Vegetables,Offline,High,8869,154.06,90.93
191301858,2018-03-25 00:00:00,2018-04-02 00:00:00,East Timor,Australia and Oceania,Personal Care,Offline,High,9326,81.73,56.67
285187327,2015-10-08 00:00:00,2015-10-26 00:00:00,Lebanon,Middle East and North Africa,Cereal,Online,Low,2123,205.7,117.11
516580426,2019-10-20 00:00:00,2019-11-07 00:00:00,Grenada,Central America and the Caribbean,Meat,Offline,Medium,6483,421.89,364.69
348029983,2021-02-09 00:00:00,2021-02-14 00:00:00,Seychelles ,Sub-Saharan Africa,Meat,Offline,Low,8661,421.89,364.69
662397325,2021-07-07 00:00:00,2021-07-15 00:00:00,Grenada,Central America and the Caribbean,Office Supplies,Offline,Low,6943,651.21,524.96
612856280,2016-02-19 00:00:00,2016-02-29 00:00:00,Nigeria,Sub-Saharan Africa,Snacks,Offline,Low,6647,152.58,97.44
772893178,2020-01-02 00:00:00,2020-01-17 00:00:00,San Marino,Europe,Beverages,Offline,Low,5122,47.45,31.79
886306846,2019-09-21 00:00:00,2019-10-12 00:00:00,Mauritius ,Sub-Saharan Africa,Baby Food,Online,High,6746,255.28,159.42
317208611,2018-03-29 00:00:00,2018-04-15 00:00:00,Indonesia,Asia,Vegetables,Online,Cancelled,7932,154.06,90.93
300022304,2021-05-11 00:00:00,2021-05-20 00:00:00,Republic of the Congo,Sub-Saharan Africa,Baby Food,Offline,Low,2122,255.28,159.42
789484250,2021-07-05 00:00:00,2021-07-25 00:00:00,Czech Republic,Europe,Snacks,Online,Medium,4789,152.58,97.44
910643279,2022-11-03 00:00:00,2022-11-07 00:00:00,Republic of the Congo,Sub-Saharan Africa,Cereal,Offline,Medium,8438,205.7,117.11
308860719,2018-02-17 00:00:00,2018-02-24 00:00:00,Saint Kitts and Nevis ,Central America and the Caribbean,Meat,Offline,Low,7605,421.89,364.69
499810397,2015-11-14 00:00:00,2015-11-22 00:00:00,Somalia,Middle East and North Africa,Snacks,Online,Medium,3858,152.58,97.44
819478642,2021-08-10 00:00:00,2021-08-28 00:00:00,Greenland,North America,Clothes,Online,Cancelled,796,109.28,35.84
674164283,2016-11-22 00:00:00,2016-11-24 00:00:00,Palau,Australia and Oceania,Baby Food,Offline,Low,9048,255.28,159.42
890478646,2022-06-22 00:00:00,2022-07-05 00:00:00,Mauritius ,Sub-Saharan Africa,Cereal,Offline,Low,1275,205.7,117.11
565345561,2019-10-26 00:00:00,2019-11-03 00:00:00,Mauritania,Sub-Saharan Africa,Meat,Online,Medium,7170,421.89,364.69
216001355,2021-08-04 00:00:00,2021-08-11 00:00:00,Canada,North America,Household,Online,High,8456,668.27,502.54
429994857,2016-01-10 00:00:00,2016-01-11 00:00:00,Palau,Australia and Oceania,Beverages,Online,Medium,3888,47.45,31.79
515187394,2022-02-17 00:00:00,2022-03-10 00:00:00,Solomon Islands,Australia and Oceania,Office Supplies,Online,Cancelled,4253,651.21,524.96
749752795,2020-01-24 00:00:00,2020-01-29 00:00:00,Nigeria,Sub-Saharan Africa,Office Supplies,Online,Low,7368,651.21,524.96
132177388,2022-09-29 00:00:00,2022-10-12 00:00:00,Comoros,Sub-Saharan Africa,Beverages,Offline,Medium,3081,47.45,31.79
431260001,2015-02-06 00:00:00,2015-02-20 00:00:00,Thailand,Asia,Baby Food,Online,Low,8273,255.28,159.42
336111962,2020-05-24 00:00:00,2020-06-11 00:00:00,Vatican City,Europe,Personal Care,Offline,Medium,1854,81.73,56.67
406157100,2017-06-20 00:00:00,2017-06-30 00:00:00,Equatorial Guinea,Sub-Saharan Africa,Personal Care,Online,Medium,9766,81.73,56.67
821131742,2015-12-09 00:00:00,2015-12-22 00:00:00,San Marino,Europe,Household,Offline,High,9985,668.27,502.54
931084716,2019-05-28 00:00:00,2019-06-04 00:00:00,Sao Tome and Principe,Sub-Saharan Africa,Personal Care,Online,Medium,7513,81.73,56.67
606377351,2016-07-20 00:00:00,2016-07-21 00:00:00,Seychelles ,Sub-Saharan Africa,Baby Food,Offline,High,9388,255.28,159.42
687683475,2018-03-07 00:00:00,2018-03-25 00:00:00,Togo,Sub-Saharan Africa,Vegetables,Online,Low,9677,154.06,90.93
735989415,2021-04-23 00:00:00,2021-04-29 00:00:00,Somalia,Middle East and North Africa,Cosmetics,Offline,Cancelled,4478,437.2,263.33
382594001,2022-03-27 00:00:00,2022-04-11 00:00:00,Antigua and Barbuda ,Central America and the Caribbean,Snacks,Offline,Medium,6922,152.58,97.44
679108560,2018-04-27 00:00:00,2018-05-12 00:00:00,Liechtenstein,Europe,Household,Online,Medium,2169,668.27,502.54
947456920,2016-08-18 00:00:00,2016-08-28 00:00:00,Equatorial Guinea,Sub-Saharan Africa,Beverages,Online,Medium,2412,47.45,31.79
129875409,2021-04-19 00:00:00,2021-04-21 00:00:00,Lithuania,Europe,Personal Care,Offline,Low,1875,81.73,56.67
838912856,2020-06-14 00:00:00,2020-07-01 00:00:00,Panama,Central America and the Caribbean,Baby Food,Offline,High,1811,255.28,159.42
807430589,2020-07-25 00:00:00,2020-07-28 00:00:00,United States of America,North America,Beverages,Offline,Cancelled,5509,47.45,31.79
538602435,2016-07-16 00:00:00,2016-07-19 00:00:00,Angola,Sub-Saharan Africa,Office Supplies,Online,Low,3284,651.21,524.96
155914723,2015-03-12 00:00:00,2015-03-17 00:00:00,Ireland,Europe,Fruits,Offline,High,7486,9.33,6.92
753166282,2021-10-09 00:00:00,2021-10-10 00:00:00,Spain,Europe,Fruits,Online,High,7495,9.33,6.92
344468438,2022-07-30 00:00:00,2022-08-09 00:00:00,Chad,Sub-Saharan Africa,Baby Food,Online,Cancelled,4721,255.28,159.42
614245021,2019-03-13 00:00:00,2019-03-14 00:00:00,Malaysia,Asia,Cosmetics,Offline,Low,7606,437.2,263.33
167232358,2018-09-18 00:00:00,2018-10-04 00:00:00,Belize,Central America and the Caribbean,Fruits,Online,Low,6626,9.33,6.92
378479278,2015-01-20 00:00:00,2015-02-04 00:00:00,Antigua and Barbuda ,Central America and the Caribbean,Snacks,Online,Cancelled,9284,152.58,97.44
443347108,2015-03-20 00:00:00,2015-03-28 00:00:00,Andorra,Europe,Cereal,Offline,Medium,5116,205.7,117.11
527509677,2019-06-19 00:00:00,2019-06-27 00:00:00,Iceland,Europe,Office Supplies,Online,Cancelled,691,651.21,524.96
416953313,2016-09-20 00:00:00,2016-09-28 00:00:00,Ireland,Europe,Beverages,Offline,High,4606,47.45,31.79
867976844,2018-01-08 00:00:00,2018-01-12 00:00:00,Libya,Middle East and North Africa,Beverages,Online,Medium,2491,47.45,31.79
457191598,2022-08-16 00:00:00,2022-09-06 00:00:00,Burkina Faso,Sub-Saharan Africa,Vegetables,Offline,Medium,2008,154.06,90.93
531521403,2016-08-19 00:00:00,2016-08-30 00:00:00,Solomon Islands,Australia and Oceania,Fruits,Offline,High,7850,9.33,6.92
258202588,2020-12-06 00:00:00,2020-12-21 00:00:00,Oman,Middle East and North Africa,Office Supplies,Online,Low,6738,651.21,524.96
674783980,2015-07-15 00:00:00,2015-07-17 00:00:00,Sierra Leone,Sub-Saharan Africa,Snacks,Online,Medium,2430,152.58,97.44
639126908,2021-03-30 00:00:00,2021-04-19 00:00:00,Bosnia and Herzegovina,Europe,Cereal,Online,Cancelled,710,205.7,117.11
879405200,2018-06-03 00:00:00,2018-06-14 00:00:00,Belarus,Europe,Beverages,Online,Low,4396,47.45,31.79
844105184,2022-03-17 00:00:00,2022-03-23 00:00:00,Slovenia,Europe,Beverages,Offline,High,8337,47.45,31.79
952025687,2021-04-24 00:00:00,2021-05-07 00:00:00,Kiribati,Australia and Oceania,Household,Offline,Cancelled,4412,668.27,502.54
342278039,2016-05-11 00:00:00,2016-05-28 00:00:00,Costa Rica,Central America and the Caribbean,Office Supplies,Online,Cancelled,6533,651.21,524.96
924286067,2019-09-09 00:00:00,2019-09-15 00:00:00,Democratic Republic of the Congo,Sub-Saharan Africa,Clothes,Online,High,5642,109.28,35.84
627786099,2015-06-01 00:00:00,2015-06-11 00:00:00,Grenada,Central America and the Caribbean,Clothes,Offline,Low,4712,109.28,35.84
152826964,2015-10-15 00:00:00,2015-10-31 00:00:00,Mozambique,Sub-Saharan Africa,Household,Online,Medium,3750,668.27,502.54
719769990,2022-02-13 00:00:00,2022-03-03 00:00:00,Sudan,Sub-Saharan Africa,Household,Online,Medium,4790,668.27,502.54
919289004,2019-09-23 00:00:00,2019-10-09 00:00:00,Benin,Sub-Saharan Africa,Snacks,Online,High,6900,152.58,97.44
762370336,2020-09-10 00:00:00,2020-09-29 00:00:00,Palau,Australia and Oceania,Baby Food,Online,Medium,1179,255.28,159.42
330312812,2019-02-07 00:00:00,2019-02-11 00:00:00,Fiji,Australia and Oceania,Cosmetics,Online,Medium,5756,437.2,263.33
224727761,2018-07-13 00:00:00,2018-08-03 00:00:00,Saint Lucia,Central America and the Caribbean,Cereal,Online,Low,793,205.7,117.11
217539012,2019-10-29 00:00:00,2019-11-15 00:00:00,Mexico,North America,Meat,Online,High,3483,421.89,364.69
600982892,2016-06-26 00:00:00,2016-07-04 00:00:00,Samoa ,Australia and Oceania,Baby Food,Online,High,3048,255.28,159.42
837608230,2022-02-16 00:00:00,2022-03-05 00:00:00,Botswana,Sub-Saharan Africa,Vegetables,Online,Medium,5744,154.06,90.93
910276353,2019-09-26 00:00:00,2019-10-08 00:00:00,Turkey,Middle East and North Africa,Clothes,Offline,Low,9856,109.28,35.84
872161090,2019-04-11 00:00:00,2019-04-13 00:00:00,Ethiopia,Sub-Saharan Africa,Snacks,Offline,Low,703,152.58,97.44
396748769,2022-12-06 00:00:00,2022-12-15 00:00:00,Kazakhstan,Asia,Beverages,Offline,High,5632,47.45,31.79
127838218,2019-09-20 00:00:00,2019-10-02 00:00:00,Netherlands,Europe,Fruits,Offline,Cancelled,9024,9.33,6.92
329540765,2018-08-08 00:00:00,2018-08-16 00:00:00,Uzbekistan,Asia,Beverages,Online,High,7290,47.45,31.79
436280238,2021-05-15 00:00:00,2021-05-21 00:00:00,Cameroon,Sub-Saharan Africa,Fruits,Offline,High,3872,9.33,6.92
402792966,2022-06-19 00:00:00,2022-07-04 00:00:00,Cuba,Central America and the Caribbean,Baby Food,Offline,High,4244,255.28,159.42
254127776,2015-08-08 00:00:00,2015-08-12 00:00:00,Angola,Sub-Saharan Africa,Vegetables,Online,Medium,911,154.06,90.93
535645997,2016-05-31 00:00:00,2016-06-01 00:00:00,Burkina Faso,Sub-Saharan Africa,Beverages,Online,Medium,8409,47.45,31.79
963021457,2018-12-19 00:00:00,2018-12-20 00:00:00,Kenya,Sub-Saharan Africa,Clothes,Offline,Medium,8304,109.28,35.84
872240483,2018-05-18 00:00:00,2018-05-20 00:00:00,Tonga,Australia and Oceania,Office Supplies,Online,Low,4197,651.21,524.96
569601905,2015-01-21 00:00:00,2015-02-09 00:00:00,Democratic Republic of the Congo,Sub-Saharan Africa,Household,Offline,Cancelled,6716,668.27,502.54
881717050,2022-11-22 00:00:00,2022-11-27 00:00:00,Belgium,Europe,Snacks,Online,Medium,8524,152.58,97.44
905509746,2015-10-13 00:00:00,2015-10-17 00:00:00,Macedonia,Europe,Household,Offline,Low,9311,668.27,502.54
258216321,2018-05-23 00:00:00,2018-06-10 00:00:00,Botswana,Sub-Saharan Africa,Office Supplies,Online,High,802,651.21,524.96
427385604,2021-05-18 00:00:00,2021-05-21 00:00:00,Japan,Asia,Meat,Offline,High,1752,421.89,364.69
720878922,2020-06-22 00:00:00,2020-06-29 00:00:00,Liechtenstein,Europe,Baby Food,Online,High,2948,255.28,159.42
516870105,2019-02-09 00:00:00,2019-02-18 00:00:00,Brunei,Asia,Fruits,Offline,Low,2205,9.33,6.92
613845479,2017-05-12 00:00:00,2017-05-16 00:00:00,Japan,Asia,Fruits,Offline,High,9373,9.33,6.92
980603873,2021-06-06 00:00:00,2021-06-24 00:00:00,Cambodia,Asia,Cereal,Offline,High,1332,205.7,117.11
306256616,2020-11-14 00:00:00,2020-11-15 00:00:00,Italy,Europe,Personal Care,Offline,Low,6993,81.73,56.67
950227534,2019-10-24 00:00:00,2019-11-03 00:00:00,Samoa ,Australia and Oceania,Household,Offline,Low,2298,668.27,502.54
392252957,2015-01-04 00:00:00,2015-01-23 00:00:00,Spain,Europe,Cereal,Offline,Medium,5222,205.7,117.11
682381713,2018-07-01 00:00:00,2018-07-04 00:00:00,Kyrgyzstan,Asia,Personal Care,Online,Medium,768,81.73,56.67
790975129,2021-05-19 00:00:00,2021-06-09 00:00:00,Benin,Sub-Saharan Africa,Clothes,Online,High,5973,109.28,35.84
658707034,2017-03-07 00:00:00,2017-03-16 00:00:00,Chad,Sub-Saharan Africa,Cosmetics,Offline,Low,4904,437.2,263.33
746563756,2018-03-14 00:00:00,2018-04-04 00:00:00,Norway,Europe,Cosmetics,Offline,Cancelled,3661,437.2,263.33
685844123,2020-04-21 00:00:00,2020-04-27 00:00:00,Cuba,Central America and the Caribbean,Fruits,Offline,Medium,5372,9.33,6.92
628159463,2018-11-10 00:00:00,2018-11-13 00:00:00,Saint Vincent and the Grenadines,Central America and the Caribbean,Clothes,Offline,Medium,5199,109.28,35.84
795433604,2018-12-05 00:00:00,2018-12-06 00:00:00,Haiti,Central America and the Caribbean,Snacks,Online,Low,5335,152.58,97.44
129902875,2018-03-21 00:00:00,2018-04-02 00:00:00,Bulgaria,Europe,Household,Online,Cancelled,2,668.27,502.54
344116103,2021-09-17 00:00:00,2021-10-03 00:00:00,Samoa ,Australia and Oceania,Office Supplies,Offline,Medium,457,651.21,524.96
970934617,2015-01-10 00:00:00,2015-01-12 00:00:00,Equatorial Guinea,Sub-Saharan Africa,Snacks,Online,Medium,9984,152.58,97.44
713532245,2019-12-02 00:00:00,2019-12-04 00:00:00,Philippines,Asia,Cereal,Online,Low,8902,205.7,117.11
